Time,Temperature,Vibration,Pressure,Humidity,Current,RPM,Voltage,Sound,Machine_Status
252,61,0.97,149,68,19,731,247,95,Warning
253,99,1.31,112,70,25,2459,204,69,Failure
254,86,0.81,139,67,18,2343,232,93,Failure
255,51,0.74,167,67,15,1970,240,112,Failure
256,33,0.64,162,44,27,1137,242,86,Failure
257,25,0.15,92,41,42,950,216,55,Failure
258,80,0.73,116,63,23,2019,230,89,Warning
259,78,0.94,141,40,28,837,248,54,Warning
260,89,1.31,135,46,48,2733,259,69,Failure
261,50,0.34,137,54,35,1795,221,77,Warning
262,76,0.3,164,75,43,1161,240,65,Failure
263,39,1.33,121,45,16,632,211,105,Failure
264,96,0.56,129,58,36,1603,202,115,Failure
265,83,0.97,180,82,8,1958,258,120,Failure
266,68,1.46,126,90,34,1468,254,67,Failure
267,68,1.49,163,67,43,2192,243,103,Failure
268,42,0.92,97,40,13,1572,235,86,Warning
269,77,0.74,106,87,35,1035,242,41,Warning
270,92,1.18,90,53,23,1350,256,74,Failure
271,78,1.18,140,76,27,2821,247,42,Warning
272,79,1.09,137,49,45,2149,234,58,Failure
273,48,0.88,132,69,27,637,206,60,Warning
274,87,1.06,105,69,48,561,223,61,Failure
275,79,0.66,111,51,49,1890,212,105,Failure
276,52,0.92,104,35,39,948,235,85,Warning
277,58,0.61,119,41,41,1561,222,71,Failure
278,76,1.36,179,55,32,924,212,56,Failure
279,87,0.98,135,69,23,2195,237,92,Failure
280,96,1.1,90,43,11,2249,205,87,Failure
281,29,0.11,166,70,47,1178,253,87,Failure
282,21,0.54,160,79,5,2330,245,72,Warning
283,77,0.75,96,72,17,2770,246,84,Warning
284,54,1.12,101,50,46,1748,259,55,Failure
285,27,1.33,139,53,33,2173,223,31,Failure
286,44,1.48,109,35,12,1450,260,106,Failure
287,99,0.67,92,88,21,1992,235,87,Failure
288,31,0.36,152,37,27,2817,247,68,Warning
289,76,0.97,162,54,22,944,226,87,Failure
290,43,0.46,127,54,18,1046,224,94,Normal
291,36,0.13,180,85,22,2247,252,52,Failure
292,38,0.34,135,49,27,2732,217,115,Warning
293,79,0.2,141,40,31,887,250,59,Warning
294,88,0.35,172,38,47,2762,223,114,Failure
295,27,1.3,115,78,39,2568,244,81,Failure
296,74,0.91,155,71,27,954,241,110,Warning
297,22,1.17,180,61,37,825,253,31,Failure
298,51,1.25,105,86,49,2552,225,33,Failure
299,82,1.16,180,81,18,2250,234,71,Failure
300,89,0.04,118,83,48,967,243,85,Failure
301,98,1.19,94,57,32,1433,202,75,Failure
302,89,0.23,147,30,49,2477,259,32,Failure
303,72,1.15,176,40,34,673,260,42,Failure
304,98,1.08,158,57,6,646,210,111,Failure
305,86,0.35,106,86,21,1377,203,89,Failure
306,27,1.37,97,87,23,2097,205,98,Failure
307,92,0.45,149,31,33,2749,230,84,Failure
308,92,0.72,136,57,39,2689,244,98,Failure
309,31,0.84,139,57,45,556,244,68,Failure
310,20,0.63,130,83,13,1309,209,108,Warning
311,20,0.06,133,39,9,2482,210,61,Warning
312,93,0.8,91,82,22,1071,206,84,Failure
313,72,1.04,109,58,25,1400,252,100,Warning
314,97,0.98,93,57,41,1551,248,83,Failure
315,100,0.92,167,76,24,679,245,116,Failure
316,100,0.47,100,66,36,1827,221,119,Failure
317,69,0.27,128,55,48,2804,223,33,Failure
318,87,0.61,123,46,5,1396,217,91,Failure
319,46,1.34,138,81,21,811,229,113,Failure
320,87,0.28,137,74,19,755,213,100,Failure
321,22,0.12,161,50,22,573,256,89,Failure
322,91,1.09,97,80,41,2901,232,87,Failure
323,85,0.48,166,88,12,2221,210,42,Failure
324,49,0.94,167,72,48,1677,232,75,Failure
325,37,0.05,96,72,47,2556,238,97,Failure
326,76,0.31,180,42,15,1627,256,30,Failure
327,57,0.1,162,65,6,1855,236,83,Failure
328,80,0.91,147,37,19,787,253,45,Warning
329,51,0.68,133,86,20,2506,225,102,Warning
330,43,0.75,127,42,48,1732,224,94,Failure
331,63,0.3,119,90,18,2125,244,100,Warning
332,78,0.44,124,65,40,735,204,56,Warning
333,71,0.1,128,64,16,2523,240,42,Warning
334,44,1.21,147,69,33,1543,242,65,Failure
335,70,0.41,149,42,41,675,240,57,Failure
336,75,1.2,118,60,20,942,260,97,Warning
337,43,0.61,145,57,26,944,250,63,Warning
338,59,1.02,116,50,7,1428,260,60,Warning
339,100,1.14,161,40,11,2806,201,97,Failure
340,60,1.39,161,38,7,1077,243,83,Failure
341,53,0.37,96,86,36,2751,227,77,Warning
342,40,0.69,177,88,44,1216,200,104,Failure
343,42,0.68,127,80,35,1255,239,45,Warning
344,90,1.13,97,70,13,754,255,88,Failure
345,72,0.85,176,87,40,727,217,50,Failure
346,41,1.22,151,41,30,868,236,90,Failure
347,97,0.22,126,60,50,2662,249,59,Failure
348,41,1.16,106,71,40,623,223,71,Warning
349,47,1.45,98,37,21,1811,254,80,Failure
350,38,1.39,179,36,26,1368,214,81,Failure
351,42,0.6,173,41,39,1963,219,83,Failure
352,95,0.47,125,67,18,1554,216,34,Failure
353,83,0.12,113,62,38,2859,239,62,Failure
354,44,1.44,137,61,39,2264,220,107,Failure
355,73,0.1,130,57,49,1623,215,47,Failure
356,82,0.88,145,76,20,1104,235,83,Failure
357,65,0.64,106,40,24,1980,204,117,Warning
358,71,0.97,137,74,30,758,247,99,Warning
359,61,0.89,110,46,40,2331,226,42,Warning
360,58,0.21,110,34,18,2532,208,113,Warning
361,29,1.13,161,86,8,1788,250,41,Failure
362,87,0.04,90,42,40,697,222,62,Failure
363,39,0.3,163,54,47,631,257,50,Failure
364,49,1.5,154,31,18,2544,226,79,Failure
365,62,1.44,139,51,44,1470,226,78,Failure
366,20,1.31,107,51,19,839,228,114,Failure
367,38,0.44,134,87,45,1608,245,40,Failure
368,92,0.28,100,31,37,2733,237,64,Failure
369,47,0.92,122,53,43,628,211,85,Failure
370,52,0.46,171,86,50,730,257,40,Failure
371,33,0.36,130,34,10,2780,245,98,Normal
372,98,0.5,104,71,9,1335,245,90,Failure
373,80,0.09,135,47,42,2892,256,35,Failure
374,53,0.19,146,69,26,2656,215,102,Warning
375,29,0.2,156,33,41,1958,215,83,Failure
376,31,1.41,113,52,14,2514,240,31,Failure
377,25,0.57,167,86,18,1993,219,40,Failure
378,42,1.12,144,61,39,2532,200,84,Warning
379,88,0.32,101,51,34,695,223,85,Failure
380,60,1.46,179,60,42,2341,248,48,Failure
381,38,0.23,116,86,42,2568,259,120,Failure
382,22,0.33,93,50,9,2702,219,72,Normal
383,23,1.42,156,87,43,930,236,105,Failure
384,75,0.44,93,36,48,2208,218,35,Failure
385,55,0.85,163,58,40,1150,241,37,Failure
386,88,0.85,114,57,48,593,228,70,Failure
387,60,0.49,109,32,31,1634,216,97,Warning
388,25,1.28,179,79,37,702,244,62,Failure
389,72,0.6,154,50,9,2802,258,114,Warning
390,45,1.24,93,76,27,1261,235,91,Failure
391,30,0.64,106,44,45,1166,218,50,Failure
392,72,0.6,175,78,31,529,203,56,Failure
393,55,0.85,146,31,32,2624,245,64,Warning
394,86,0.97,103,66,10,1451,229,104,Failure
395,28,1.03,148,53,44,1991,236,108,Failure
396,56,0.87,115,61,15,2927,258,75,Warning
397,36,0.45,98,83,24,1290,224,80,Normal
398,21,1.27,129,82,48,2187,200,48,Failure
399,42,0.58,106,52,30,976,217,64,Normal
400,36,1.07,120,71,13,921,260,98,Warning
401,66,1.17,138,85,45,1929,252,93,Failure
402,73,0.56,116,49,16,880,256,55,Warning
403,64,1.18,90,42,8,2346,201,30,Warning
404,23,0.91,166,33,29,1081,215,73,Failure
405,54,0.87,153,46,23,1207,211,76,Warning
406,97,1.37,97,35,21,2872,240,100,Failure
407,95,0.98,139,89,11,1864,239,114,Failure
408,31,1.05,115,61,40,1536,232,71,Warning
409,72,0.7,149,49,44,505,205,109,Failure
410,100,0.94,142,68,35,2268,201,63,Failure
411,61,1.24,144,41,40,2703,247,113,Failure
412,66,0.62,123,70,7,1391,243,38,Warning
413,76,1.44,92,90,22,2560,222,116,Failure
414,69,0.77,162,72,24,2029,260,47,Failure
415,28,0.5,116,85,50,2037,245,45,Failure
416,41,1.04,100,41,30,2808,237,76,Warning
417,65,1.24,141,61,25,720,230,42,Failure
418,38,0.43,180,49,31,892,230,90,Failure
419,58,1.01,176,81,12,613,217,33,Failure
420,83,1.27,180,58,43,1940,238,52,Failure
421,94,1.02,176,43,26,810,240,62,Failure
422,81,0.06,103,65,42,1787,224,47,Failure
423,88,1.1,95,75,31,2341,215,56,Failure
424,57,1.3,110,67,28,1805,258,63,Failure
425,54,0.89,164,53,6,1918,255,89,Failure
426,100,1.32,92,46,6,969,259,84,Failure
427,69,0.94,102,75,32,1233,249,117,Warning
428,98,0.9,143,74,13,1313,202,57,Failure
429,47,0.69,170,68,48,1490,239,105,Failure
430,91,0.86,167,44,13,1911,203,107,Failure
431,39,0.84,135,54,26,1217,232,37,Warning
432,36,0.08,127,51,17,2674,236,79,Normal
433,78,1.29,151,32,32,2458,258,34,Failure
434,88,0.44,126,85,46,1069,209,33,Failure
435,33,1.26,104,76,24,2770,234,33,Failure
436,88,0.79,150,85,38,2510,215,76,Failure
437,41,0.27,154,45,32,911,248,84,Warning
438,35,1.43,175,64,11,1644,219,60,Failure
439,94,0.97,125,59,15,2420,252,64,Failure
440,41,1.42,132,57,15,1223,240,110,Failure
441,59,0.2,100,65,6,1645,219,53,Warning
442,69,1.32,143,80,25,2993,249,82,Failure
443,87,1.32,118,90,8,2945,200,93,Failure
444,72,1.02,117,53,8,2019,235,99,Warning
445,75,1.12,157,68,36,2492,226,86,Warning
446,44,0.61,113,30,26,2898,220,103,Warning
447,26,1.29,105,84,26,1884,232,63,Failure
448,52,1.11,90,49,46,2465,250,111,Failure
449,49,1.08,103,55,13,2186,238,42,Warning
450,54,0.78,172,57,35,752,223,67,Failure
451,100,1.13,136,72,37,1042,243,42,Failure
452,44,0.87,126,61,40,2561,230,50,Warning
453,86,0.54,155,32,37,667,213,48,Failure
454,76,1.27,159,61,45,2062,214,102,Failure
455,54,0.03,165,89,9,776,225,39,Failure
456,73,0.7,95,39,15,2949,205,36,Warning
457,53,1.19,136,43,31,1154,240,33,Warning
458,23,0.14,92,81,16,1712,226,82,Normal
459,43,0.24,124,40,26,1018,207,64,Normal
460,43,0.25,158,38,50,997,260,83,Failure
461,45,1.17,158,65,10,2826,238,90,Warning
462,89,1.17,105,81,46,1343,241,109,Failure
463,59,0.53,153,68,20,1104,251,56,Warning
464,42,0.28,175,55,36,1736,235,106,Failure
465,27,1.09,98,75,14,1954,203,83,Warning
466,28,0.17,125,32,25,1693,227,79,Normal
467,44,0.64,104,49,7,2117,224,42,Warning
468,86,0.63,129,79,21,1657,231,92,Failure
469,47,1.0,116,90,41,923,250,111,Failure
470,45,0.2,105,35,13,2512,229,32,Normal
471,29,0.25,133,45,5,1661,211,45,Warning
472,41,1.46,107,59,28,2627,239,35,Failure
473,57,0.46,148,84,45,2792,228,63,Failure
474,82,0.12,95,46,22,1602,214,69,Failure
475,97,1.32,120,85,17,1023,257,38,Failure
476,77,0.95,103,64,30,505,250,43,Warning
477,45,1.0,133,87,48,1468,222,82,Failure
478,69,0.28,155,73,40,1145,203,76,Warning
479,60,1.42,112,73,7,2180,211,110,Failure
480,36,1.04,172,52,13,2303,207,65,Failure
481,52,0.88,179,56,25,2588,200,46,Failure
482,56,0.61,146,42,12,800,230,36,Warning
483,29,0.19,157,67,12,1805,239,39,Warning
484,42,0.52,129,71,47,1622,245,72,Failure
485,59,0.22,127,38,23,586,200,41,Warning
486,82,1.33,93,42,8,863,222,104,Failure
487,47,0.6,129,46,42,2930,212,33,Failure
488,42,0.64,161,75,11,1920,204,90,Failure
489,94,1.2,111,71,39,2542,202,109,Failure
490,29,0.33,163,43,17,1631,207,106,Failure
491,27,1.2,116,68,45,1006,209,79,Failure
492,62,0.48,139,31,34,903,226,102,Warning
493,46,1.48,121,41,7,2700,260,114,Failure
494,33,1.32,124,66,11,1303,250,109,Failure
495,45,0.55,118,86,24,2368,238,90,Normal
496,43,0.57,100,76,19,2269,234,107,Normal
497,56,1.05,112,71,35,1996,229,58,Warning
498,34,1.43,123,56,27,2597,215,64,Failure
499,89,1.02,119,47,6,2954,242,115,Failure
500,42,0.37,175,76,38,590,250,120,Failure
501,25,0.93,164,78,9,1432,245,94,Failure
502,21,0.56,174,57,22,986,229,59,Failure
503,35,0.9,129,35,47,2817,252,94,Failure
504,84,0.74,92,73,7,522,218,30,Failure
505,97,1.33,152,84,37,771,214,32,Failure
506,20,0.88,137,30,45,2541,252,105,Failure
507,25,0.21,108,35,26,2558,201,102,Normal
508,61,1.31,130,67,35,1180,224,63,Failure
509,42,0.71,170,87,14,1047,228,82,Failure
510,61,1.03,109,68,36,2657,244,65,Warning
511,96,0.03,115,42,38,2612,230,82,Failure
512,48,0.92,159,65,40,1746,211,47,Warning
513,74,1.08,163,78,12,2780,209,111,Failure
514,21,1.02,152,76,12,923,214,92,Warning
515,73,1.45,152,58,15,1746,254,90,Failure
516,56,0.37,120,45,13,1957,238,98,Warning
517,82,1.14,108,48,34,1544,220,120,Failure
518,63,0.96,156,31,29,2550,219,94,Warning
519,35,0.71,100,35,9,2414,256,120,Warning
520,58,1.05,92,87,48,1557,233,118,Failure
521,78,1.34,149,69,44,958,237,85,Failure
522,45,0.42,117,59,25,1810,247,81,Normal
523,24,1.05,107,78,25,2386,240,83,Warning
524,94,0.56,95,42,10,639,228,67,Failure
525,92,1.18,118,74,13,956,255,93,Failure
526,100,0.93,158,48,37,1591,247,87,Failure
527,95,1.06,140,31,44,2219,250,97,Failure
528,27,1.32,179,61,43,1393,225,107,Failure
529,91,1.1,109,35,38,2996,228,77,Failure
530,20,0.43,91,65,49,2789,243,55,Failure
531,22,0.13,161,41,15,1204,247,108,Failure
532,43,0.01,154,35,42,785,205,46,Failure
533,62,1.37,105,80,8,905,253,37,Failure
534,26,0.24,151,78,41,2420,223,98,Failure
535,35,1.16,161,65,25,2409,200,70,Failure
536,97,0.53,96,35,34,2250,234,96,Failure
537,59,0.31,108,42,24,2790,233,110,Warning
538,65,0.08,180,57,9,1375,226,103,Failure
539,40,1.45,115,67,45,633,244,83,Failure
540,87,0.75,119,89,32,2414,254,31,Failure
541,85,0.62,137,56,29,642,233,53,Failure
542,65,0.36,90,60,5,1986,257,71,Warning
543,94,0.9,134,76,31,1498,254,114,Failure
544,43,0.4,157,48,43,645,235,115,Failure
545,64,0.1,159,82,42,1032,247,33,Failure
546,29,0.46,143,68,20,2666,212,61,Warning
547,79,1.12,163,57,46,2553,204,43,Failure
548,97,1.49,156,44,21,1519,232,68,Failure
549,89,1.34,166,57,30,2414,212,107,Failure
550,31,1.36,169,41,6,2253,222,94,Failure
551,33,1.25,97,43,21,1734,217,114,Failure
552,43,0.11,112,85,47,1365,207,66,Failure
553,87,0.52,108,86,23,1161,247,50,Failure
554,59,0.41,135,65,22,2734,247,51,Warning
555,45,0.17,140,66,36,2589,214,120,Warning
556,98,1.03,168,85,46,2713,220,120,Failure
557,91,0.84,91,90,38,766,235,101,Failure
558,41,0.85,110,89,32,1427,251,72,Warning
559,100,0.89,141,38,28,1951,258,65,Failure
560,51,1.42,100,85,22,2323,241,101,Failure
561,47,0.43,169,66,17,1218,245,65,Failure
